ID товара,Наименование,Цена,Город,Промо цена,Ссылка на страницу
3608688,Батончик глазированный Snaq Fabriq кокос 40г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3608688/
3284515,Батончик Take a Bitey фруктово-ягодный яблоко-вишня 25г с 2лет,64.90,Москва,38,https://www.detmir.ru/product/index/id/3284515/
3284517,Батончик Take a Bitey овсяно-фруктовый яблоко-клубника 30г с 3лет,64.90,Москва,38,https://www.detmir.ru/product/index/id/3284517/
3286183,Печенье Bombbar овсяное ореховый микс 40г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286183/
3284543,Снек Take a Bitey паффы мультизлаковые морковь 20г,64.90,Москва,51.38,https://www.detmir.ru/product/index/id/3284543/
3618242,Батончик Take a Bitey фруктово-ягодный яблоко-банан 25гр с 2лет,54.90,Москва,38,https://www.detmir.ru/product/index/id/3618242/
3284516,Батончик Take a Bitey овсяно-фруктовый яблоко-банан 30г с 3лет,64.90,Москва,38,https://www.detmir.ru/product/index/id/3284516/
3618243,Батончик Take a Bitey овсяно-фруктовый черная смородина 30г с 3лет,54.90,Москва,38,https://www.detmir.ru/product/index/id/3618243/
3284544,Снек Take a Bitey паффы мультизлаковые банан 20г,64.90,Москва,51.38,https://www.detmir.ru/product/index/id/3284544/
3618241,Батончик Take a Bitey фруктово-ягодный яблоко-малина 25гр с 2лет,54.90,Москва,44.45,https://www.detmir.ru/product/index/id/3618241/
3526370,Конфета R.A.W.LIFE Тирамису 18г,44.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3526370/
3286182,Печенье Bombbar овсяное ягодный микс 40г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286182/
3286047,Орехи Семушка кедровые 250г,779,Москва,689,https://www.detmir.ru/product/index/id/3286047/
3286827,Батончик Take a Bite Мята орехово-фруктовый мята 45г,113.30,Москва,72,https://www.detmir.ru/product/index/id/3286827/
3286184,Печенье Bombbar овсяное шоколад-мята 40г,49.90,Москва,43.46,https://www.detmir.ru/product/index/id/3286184/
3608691,Батончик глазированный Snaq Fabriq манго-маракуйя 40г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3608691/
3310319,Батончик Bombbar Кето со вкусом тропического кокоса и миндаля 40г,94.90,Москва,79.10,https://www.detmir.ru/product/index/id/3310319/
3277203,Батончик R.A.W.LIFE орехово-фруктовый кешью 47г,155.90,Москва,99,https://www.detmir.ru/product/index/id/3277203/
3286839,Хлебцы Take a Bite хрустящие кукурузно-рисовые с луком 150г,138.90,Москва,119,https://www.detmir.ru/product/index/id/3286839/
3608689,Батончик глазированный Snaq Fabriq ананас 40г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3608689/
3286041,Орехи Семушка кедровые 150г,539,Москва,409,https://www.detmir.ru/product/index/id/3286041/
3277207,Батончик R.A.W.LIFE орехово-фруктовый какао-мята 47г,155.90,Москва,109,https://www.detmir.ru/product/index/id/3277207/
3618240,Батончик Take a Bitey фруктово-ягодный яблоко-груша 25гр с 2лет,54.90,Москва,43.46,https://www.detmir.ru/product/index/id/3618240/
3286084,Батончик Леовит Фрутончик со злаками яблоко-курага-рис 20г,47.90,Москва,20.55,https://www.detmir.ru/product/index/id/3286084/
3284545,Снек Take a Bitey паффы мультизлаковые клубника-банан 20г,64.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3284545/
3422278,Батончик ОлЛайт яблочный с корицей 30г,44.90,Москва,34.55,https://www.detmir.ru/product/index/id/3422278/
3286185,Батончик-мюсли Bombbar фундук 45г,55.70,Москва,49.40,https://www.detmir.ru/product/index/id/3286185/
3430114,Батончик SIBERRYA Яркий злаковый 35г,43.50,Москва,34.55,https://www.detmir.ru/product/index/id/3430114/
3286042,Орехи Семушка пекан 110г,369,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286042/
3286083,Батончик Леовит Фрутончик со злаками изюм-слива-гречка 20г,42.90,Москва,17.90,https://www.detmir.ru/product/index/id/3286083/
3433297,Хлебцы DrKorner гречневые с витаминами без глютена100г,70.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433297/
3286031,Орехи Семушка макадамия 120г,489,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286031/
3430116,Батончик SIBERRYA Заводной злаковый 35г,43.50,Москва,34.55,https://www.detmir.ru/product/index/id/3430116/
3286838,Хлебцы Take a Bite хрустящие гречневые 150г,129.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286838/
3277206,Батончик R.A.W.LIFE орехово-фруктовый макадамия 47г,155.90,Москва,95,https://www.detmir.ru/product/index/id/3277206/
3422277,Батончик ОлЛайт апельсин-имбирь 30г,44.90,Москва,34.55,https://www.detmir.ru/product/index/id/3422277/
3417770,Батончик ENERGON Slim брусника-яблоко и злаки 40г,35.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3417770/
3422269,Батончик ОлЛайт шоколадный с кокосом 30г,44.90,Москва,34.55,https://www.detmir.ru/product/index/id/3422269/
3433306,Хлебцы Jr Korner мини хрустящие рисовые с бананом 30г,36.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433306/
3464049,Чипсы Яблоков из кисло-сладких яблок 25г,113.10,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3464049/
3728590,Набор с игрушкой Bob Snail Ролл фруктовый 20г,194.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3728590/
3277204,Батончик R.A.W.LIFE орехово-фруктовый кокос 47г,155.90,Москва,95,https://www.detmir.ru/product/index/id/3277204/
3310320,Батончик Bombbar Кето со вкусом шоколадного парфе с миндалем 40г,94.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3310320/
3286030,Орехи Семушка смесь орехов с клюквой 120г,197.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286030/
3286086,Батончик Леовит Фрутончик со злаками яблоко-морковь-овсянка 20г,42.90,Москва,17.90,https://www.detmir.ru/product/index/id/3286086/
3286842,Хлебцы Take a Bite хрустящие рисовые с морковью и томатом 150г,138.90,Москва,119,https://www.detmir.ru/product/index/id/3286842/
3433305,Хлебцы Jr Korner мини хрустящие рисовые с яблочным соком 30г,36.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433305/
3276023,Снек Marc&Фиса Фрустики свекла-малина 15г с 1 года,32.90,Москва,27.62,https://www.detmir.ru/product/index/id/3276023/
3286057,Сухофрукт Семушка манго сушеный 80г,219,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286057/
3433298,Хлебцы DrKorner кукурузно-рисовые с прованскими травами без глютена 100г,91.50,Москва,80.09,https://www.detmir.ru/product/index/id/3433298/
3689547,Батончик-мюсли Леовит Мой лайк для иммунитета арония 25г,18.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3689547/
3286048,Сухофрукт Семушка изюм узбекский 150г,148.90,Москва,119,https://www.detmir.ru/product/index/id/3286048/
3276026,Снек Marc&Фиса Фрустики груша-морковь 15г с 1года,32.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3276026/
3286038,Орехи Семушка кедровые 40г,178.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286038/
3335271,Батончик ПП мюсли манго в йогуртовой глазури 30г,39.90,Москва,27.62,https://www.detmir.ru/product/index/id/3335271/
3310318,Батончик Bombbar Кето со вкусом миндальной нуги и ванилью 40г,94.90,Москва,79.10,https://www.detmir.ru/product/index/id/3310318/
3276025,Снек Marc&Фиса Фрустики банан-петрушка 15г с 1года,32.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3276025/
3415082,Батончик Биокей с кокосом и цельными злаками 25г,27.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3415082/
3277211,Батончик R.A.W.LIFE орехово-фруктовый грецкий орех-кэроб 47г,155.90,Москва,109,https://www.detmir.ru/product/index/id/3277211/
3286840,Хлебцы Take a Bite хрустящие кукурузно-рисовые с морской солью 150г,138.90,Москва,119,https://www.detmir.ru/product/index/id/3286840/
3277076,Снеки Зеленика сушеная клубника 20г,174.90,Москва,119,https://www.detmir.ru/product/index/id/3277076/
3277208,Батончик R.A.W.LIFE орехово-фруктовый лесные ягоды 47г,155.90,Москва,109,https://www.detmir.ru/product/index/id/3277208/
3277209,Батончик R.A.W.LIFE орехово-фруктовый малина-лайм 47г,155.90,Москва,109,https://www.detmir.ru/product/index/id/3277209/
3506028,Чипсы Сибуки морская капуста Стантарт 17г,187.30,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3506028/
3433301,Хлебцы DrKorner кукурузно-рисовые карамельные без глютена 90г,70.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433301/
3286026,Орехи Семушка фундук сушеный 120г,205,Москва,159,https://www.detmir.ru/product/index/id/3286026/
3689549,Батончик-мюсли Леовит Мой лайк для стройности яблоко с корицей 25г,18.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3689549/
1919721,Батончики Sponge Bob амарантовые с начинкой крем-брюле глазированные 20г,37.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919721/
3289442,Хлебцы DiDi амарантовые без глютена 195г,118.30,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3289442/
3889785,Гематоген Народный детский 40г,19.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889785/
3480611,Ядра Nutvill фундука сырые 130г,319,Москва,239,https://www.detmir.ru/product/index/id/3480611/
3298576,Батончик Фруктовая Энергия Фрутилад чернослив 30г,40.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3298576/
3430120,Батончик Берёж злаковый с отрубями яблоко-шоколад 42г,33.90,Москва,19.70,https://www.detmir.ru/product/index/id/3430120/
3430121,Батончик SIBERRYA Литра злаковый 35г,43.50,Москва,34.55,https://www.detmir.ru/product/index/id/3430121/
3689548,Батончик-мюсли Леовит Мой лайк для энергии кофе с шоколадом 25г,18.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3689548/
3689546,Батончик-мюсли Леовит Мой лайк для тонуса апельсин 25г,18.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3689546/
3286032,Орехи Семушка бразильские 120г,237,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286032/
3444361,Батончик Диа-Веста Бон Здоровье от Природы с орехом 30г,26.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3444361/
3422276,Батончик ОлЛайт шоколад-апельсин 30г,44.90,Москва,34.55,https://www.detmir.ru/product/index/id/3422276/
3433310,Чипсы DrKorner цельнозерновые кукурузно-рисовые с сыром 50г,54.90,Москва,42.47,https://www.detmir.ru/product/index/id/3433310/
3286063,Батончик Pikki фруктово-ореховый кешью-миндаль-инжир 35г,99.90,Москва,69.20,https://www.detmir.ru/product/index/id/3286063/
3422270,Батончик ОлЛайт арахисовый 30г,44.90,Москва,25,https://www.detmir.ru/product/index/id/3422270/
3480618,Ядра Nutvill арахиса сырые 500г,317,Москва,249,https://www.detmir.ru/product/index/id/3480618/
3286841,Хлебцы Take a Bite хрустящие рисово-гречневые 150г,139.90,Москва,119,https://www.detmir.ru/product/index/id/3286841/
3433309,Чипсы DrKorner цельнозерновые кукурузно-рисовые с розмарином и оливковым маслом 50г,48.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433309/
3430124,Батончик SIBERRYA Физкульт злаковый 35г,43.50,Москва,30,https://www.detmir.ru/product/index/id/3430124/
3433311,Чипсы DrKorner цельнозерновые кукурузно-рисовые с сыром начо 50г,49.90,Москва,34.55,https://www.detmir.ru/product/index/id/3433311/
3286186,Батончик-мюсли Bombbar клубника 45г,55.70,Москва,49.40,https://www.detmir.ru/product/index/id/3286186/
3289440,Хлебцы DiDi амарантовые без глютена с луком 195г,118.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3289440/
3430122,Батончик SIBERRYA Матан злаковый 35г,43.50,Москва,34.55,https://www.detmir.ru/product/index/id/3430122/
3533601,Фрукты сушеные Gifruit яблоко 500г,629,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3533601/
3296378,Снеки LittleAngel Rosy органические кукурузные 30г,154.90,Москва,119,https://www.detmir.ru/product/index/id/3296378/
3286085,Батончик Леовит Фрутончик со злаками яблоко-курага-фенхель 20г,47.90,Москва,20.55,https://www.detmir.ru/product/index/id/3286085/
3433299,Хлебцы DrKorner кукурузно-рисовые с чиа и льном без глютена 100г,91.50,Москва,80.09,https://www.detmir.ru/product/index/id/3433299/
3710567,Батончик Капитан Сильвер кокосовый витаминный в белой глазури 50г,29.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3710567/
3284507,Батончик Take a Slim Bite фруктово-ягодный кокос 30г,67.90,Москва,48.80,https://www.detmir.ru/product/index/id/3284507/
3289439,Хлебцы DiDi амарантовые без глютена с гречей 195г,118.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3289439/
3415081,Батончик Биокей с клубникой и цельными злаками 25г,28.50,Москва,16.73,https://www.detmir.ru/product/index/id/3415081/
3417771,Батончик ENERGON Slim клюква и злаки 40г,35.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3417771/
3286818,Батончик Take a Bite Интеллект орехово-фруктовый миндаль-яблоко-корица 45г,113.30,Москва,58,https://www.detmir.ru/product/index/id/3286818/
3526368,Финики R.A.W.LIFE Аджва 125г,399,Москва,309,https://www.detmir.ru/product/index/id/3526368/
3480256,Батончик SOJ Ореховый с медом орехи-мед-морская соль 40г,138.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3480256/
3289429,Батончик Умные сладости в белой глазури со сливочной начинкой 20г,30.90,Москва,26.63,https://www.detmir.ru/product/index/id/3289429/
3310372,Снек Лакомства для здоровья лен-морская капуста 60г,179.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3310372/
3467346,Карамель медовая HoneyWay с шалфеем 30г,219,Москва,179,https://www.detmir.ru/product/index/id/3467346/
3464051,Чипсы Яблоков грушевые 25г,154.30,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3464051/
3286058,Батончик Pikki фруктовый чернослив-яблоко 25г,49.90,Москва,39.50,https://www.detmir.ru/product/index/id/3286058/
3444364,Батончик-мюсли Диа-Веста Vogue абрикос в глазури 37г,26.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3444364/
3480609,Ядра Nutvill миндаля сырые 130г,315,Москва,229,https://www.detmir.ru/product/index/id/3480609/
3286187,Батончик-мюсли Bombbar арахис 45г,55.70,Москва,49.40,https://www.detmir.ru/product/index/id/3286187/
3433313,Чипсы DrKorner цельнозерновые рисовые c горошком и чечевицей 50г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433313/
3433303,Хлебцы DrKorner рисовые из бурого риса с морской солью без глютена 100г,94.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433303/
3286033,Семена Семушка тыквенные очищенные 40г,68.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286033/
3506029,Чипсы Сибуки морская капуста Премиум 5г,62.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3506029/
3422273,Батончик ОлЛайт лимонный 30г,44.90,Москва,25,https://www.detmir.ru/product/index/id/3422273/
3286029,Орехи Семушка грецкий-чилийский 80г,215,Москва,169,https://www.detmir.ru/product/index/id/3286029/
3286028,Орехи Семушка миндаль сушеный 120г,255,Москва,189,https://www.detmir.ru/product/index/id/3286028/
3728584,Снек Bob Snail Фруктово-ягодный яблочно-вишневый в темном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3728584/
3422275,Батончик ОлЛайт инжирный 30г,44.90,Москва,34.55,https://www.detmir.ru/product/index/id/3422275/
3277087,Снеки Зеленика сушеный персик 20г,205,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3277087/
3433302,Хлебцы DrKorner кукурузно-рисовые с имбирём и лимоном без глютена 90г,70.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433302/
3277210,Батончик R.A.W.LIFE орехово-фруктовый лайм-имбирь 47г,155.90,Москва,109,https://www.detmir.ru/product/index/id/3277210/
3422199,Батончик Bionova №11 кэроб-орехи 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422199/
3422253,Хлебцы Leksands темно-ржаные на закваске с отрубями 200г,229,Москва,199,https://www.detmir.ru/product/index/id/3422253/
3444362,Батончик Диа-Веста Бон Здоровье от Природы шоколад 30г,26.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3444362/
3433304,Хлебцы Jr Korner мини хрустящие рисовые карамельные 30г,36.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3433304/
3335270,Батончик ПП мюсли дыня в йогуртовой глазури 30г,39.90,Москва,27.62,https://www.detmir.ru/product/index/id/3335270/
3464050,Чипсы Яблоков из сладких яблок 25г,113.10,Москва,78.11,https://www.detmir.ru/product/index/id/3464050/
3467345,Карамель медовая HoneyWay с ментолом и эвкалиптом 30г,219,Москва,179,https://www.detmir.ru/product/index/id/3467345/
3284509,Батончик Take a Slim Bite фруктово-ягодный апельсин 30г,67.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3284509/
3422196,Батончик Bionova №7 инжир-орехи 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422196/
3286025,Орехи Семушка фисташки очищенные 120г,425,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286025/
3286060,Батончик Pikki фруктовый абрикос-яблоко 25г,49.90,Москва,39.50,https://www.detmir.ru/product/index/id/3286060/
3284542,Снек Take a Bitey паффы мультизлаковые яблоко-брокколи 20г,64.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3284542/
3286824,Батончик Take a Bite Детокс орехово-фруктовый абрикос-миндаль 45г,113.30,Москва,58,https://www.detmir.ru/product/index/id/3286824/
3286062,Батончик Pikki фруктово-ореховый семечки-клюква 35г,79.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286062/
3335272,Батончик ПП мюсли личи в йогуртовой глазури 30г,39.90,Москва,27.62,https://www.detmir.ru/product/index/id/3335272/
3286846,Слайс Take a Bite из зеленой гречки с чесноком и паприкой 100г,179.90,Москва,139,https://www.detmir.ru/product/index/id/3286846/
3289441,Хлебцы DiDi амарантовые без глютена с ламинарией 195г,118.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3289441/
3444370,Батончик-мюсли Диа-Веста Класс вишня-абрикос в глазури 32г,26.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3444370/
3286040,Орехи Семушка грецкий 110г,219,Москва,189,https://www.detmir.ru/product/index/id/3286040/
3444374,Завтрак сухой Диа-Веста Класс с ягодой черники 30г,19.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3444374/
3286051,Лаваш Семушка фруктовый клюквенный 80г,109.90,Москва,96,https://www.detmir.ru/product/index/id/3286051/
3422271,Батончик ОлЛайт клюквенный 30г,44.90,Москва,33,https://www.detmir.ru/product/index/id/3422271/
3276024,Снек Marc&Фиса Фрустики абрикос-тыква 15г с 1года,32.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3276024/
1919751,Подушечки Sponge Bob амарантовые со сливочной начинкой 220г,178.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919751/
3277085,Снеки Зеленика сушеная дыня 20г,197.50,Москва,149,https://www.detmir.ru/product/index/id/3277085/
3335281,Хлебцы ПП ржано-пшеничные с томатом и базиликом 100г,73.50,Москва,50.39,https://www.detmir.ru/product/index/id/3335281/
3286043,Орехи Семушка макадамия 150г,671,Москва,519,https://www.detmir.ru/product/index/id/3286043/
3486243,Снеки Зеленика сушеный батат 30г,101.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3486243/
3286052,Лаваш Семушка фруктовый из сливы 80г,109.90,Москва,80,https://www.detmir.ru/product/index/id/3286052/
3286054,Сухофрукт Семушка ананасы сушеные 80г,247,Москва,179,https://www.detmir.ru/product/index/id/3286054/
1919491,Хлебцы DiDi амарантовые без глютена 100г,67.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919491/
3286064,Батончик Pikki фруктово-ореховый клюква-миндаль 35г,89.90,Москва,80.09,https://www.detmir.ru/product/index/id/3286064/
3286053,Лаваш Семушка фруктовый из кураги 80г,109.90,Москва,76,https://www.detmir.ru/product/index/id/3286053/
3296417,Снеки Biosaurus органические кукурузные со вкусом кетчупа 15г,86.10,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3296417/
3467301,Карамель медовая HoneyWay горное разнотравье 30г,219,Москва,179,https://www.detmir.ru/product/index/id/3467301/
3531421,Маффин Bionova протеиновый шоколадный с кусочками шоколада 40г,74.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3531421/
3277070,Снеки Зеленика сушеный батат 50г,172.90,Москва,109,https://www.detmir.ru/product/index/id/3277070/
3480270,Батончик SOJ фруктово-ореховый со вкусом манго миндаль-кешью-манго 40г,102.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3480270/
3294944,Батончик Рототайка на фруктозе клубника 27г,26.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3294944/
3480610,Ядра Nutvill кешью сырые 130г,319,Москва,239,https://www.detmir.ru/product/index/id/3480610/
3277083,Снеки Зеленика сушеная слива 20г,160.90,Москва,98.90,https://www.detmir.ru/product/index/id/3277083/
3889786,Гематоген Народный с витамином С 40г,18.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889786/
3277156,Чипсы NEWTON апельсиновые 25г,147.90,Москва,119,https://www.detmir.ru/product/index/id/3277156/
3819337,Фрукты сушеные Gifruit exotic манго 250г,441,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3819337/
3426687,Батончик-мюсли Actifruit злаковый Карамель 24г,25.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3426687/
1919611,Батончики Умные сладости с кокосовой начинкой в глазури 110г,156.90,Москва,119,https://www.detmir.ru/product/index/id/1919611/
1919701,Батончики Sponge Bob амарантовые с клубничной начинкой глазированные 20г,38.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919701/
3550046,Крекеры TRAWA от Get Health гречишные 160г,479,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3550046/
3277153,Чипсы NEWTON сладкие яблоки 25г,147.90,Москва,109,https://www.detmir.ru/product/index/id/3277153/
3444360,Батончик Диа-Веста Бон Здоровье от Природы с апельсином 30г,26.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3444360/
3422274,Батончик ОлЛайт клубничный 30г,44.90,Москва,33,https://www.detmir.ru/product/index/id/3422274/
3286066,Батончик Pikki диетический клюква-кешью 35г,61.90,Москва,49.40,https://www.detmir.ru/product/index/id/3286066/
3286857,Снек Take a Bite паффы мультизлаковые вяленый томат-чили 30г,77.30,Москва,68.21,https://www.detmir.ru/product/index/id/3286857/
3480617,Стружка Nutvill кокосовая 300г,319,Москва,199,https://www.detmir.ru/product/index/id/3480617/
3480268,Батончик SOJ фруктово-ореховый со вкусом вишни миндаль-кешью-вишня 40г,102.90,Москва,81.08,https://www.detmir.ru/product/index/id/3480268/
3286044,Семена Семушка кунжута 150г,89.90,Москва,67.22,https://www.detmir.ru/product/index/id/3286044/
3286050,Сухофрукт Семушка финики 150г,269,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3286050/
3649385,Чипсы MOjNO картофель-грибы в шиитаке-лук со сметаной 75г,149.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3649385/
3728589,Снек Bob Snail Фруктово-ягодный яблочно-малиновый в молочном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3728589/
1919671,Батончики Sponge Bob амарантовые с клубничной начинкой глазированные 110г,156.30,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919671/
3322301,Батончик Дары Памира Шелковица с Памира шелковица-миндаль 20г,55.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3322301/
3286049,Сухофрукт Семушка слива черная сушеная 130г,172.30,Москва,129,https://www.detmir.ru/product/index/id/3286049/
3426688,Батончик-мюсли Actifruit злаковый Клубника 24г,25.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3426688/
3467349,Карамель медовая HoneyWay с малиной и ромашкой 30г,219,Москва,179,https://www.detmir.ru/product/index/id/3467349/
1919761,Подушечки Sponge Bob амарантовые с шоколадной начинкой 220г,178.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919761/
1919461,Хлебцы DiDi амарантовые с топинамбуром и луком без глютена 100г,67.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919461/
3335274,Батончик ПП ореховый фисташка 40г,101.70,Москва,75.14,https://www.detmir.ru/product/index/id/3335274/
3728585,Снек Bob Snail Фруктово-ягодный яблочно-клубничный в молочном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3728585/
3889805,Гематоген Народный Просто 25г,15.10,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889805/
3418932,Козинак ПП арахисовый 40г,54.90,Москва,40.49,https://www.detmir.ru/product/index/id/3418932/
3452847,Попкорн Holy Corn сладко-соленый 30г,68.10,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3452847/
3794838,Батончик BE-KIND орехи-мед-морская соль 30г,119.90,Москва,84.99,https://www.detmir.ru/product/index/id/3794838/
1919641,Батончики Умные сладости с кокосовой начинкой в глазури 20г,27.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919641/
3710574,Батончик Капитан Сильвер кокосовый йод в шоколадной глазури 35г,29.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3710574/
3286845,Слайс Take a Bite из зеленой гречки с томатами и розмарином 100г,179.90,Москва,159,https://www.detmir.ru/product/index/id/3286845/
3296416,Снеки Biosaurus органические кукурузные со вкусом сыра 15г,85.30,Москва,59.30,https://www.detmir.ru/product/index/id/3296416/
3452853,Попкорн Holy Corn идеально сладкий 120г,168.90,Москва,139,https://www.detmir.ru/product/index/id/3452853/
3533596,Фрукты сушеные Gifruit дикое яблоко 500г,779,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3533596/
3486241,Снеки Зеленика сушеная свекла 30г,101.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3486241/
3506113,Чипсы Сибуки морская капуста-терияки 5г,62.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3506113/
3452850,Попкорн Holy Corn нежный сыр 25г,109.90,Москва,91.97,https://www.detmir.ru/product/index/id/3452850/
3277081,Снеки Зеленика сушеный манго 20г,211,Москва,119,https://www.detmir.ru/product/index/id/3277081/
3405835,Снеки Зеленика Микс сет 280г,1,Москва,1,https://www.detmir.ru/product/index/id/3405835/
3277072,Снеки Зеленика сушеный шиитаке 50г,213,Москва,159,https://www.detmir.ru/product/index/id/3277072/
3433308,Чипсы DrKorner цельнозерновые кукурузно-рисовые с паприкой и чили 50г,48.90,Москва,42.47,https://www.detmir.ru/product/index/id/3433308/
3286034,Орехи Семушка смесь орехов с клюквой 50г,108.90,Москва,96.92,https://www.detmir.ru/product/index/id/3286034/
3322321,Чипсы Дары Памира Boncocos кокосовые 250г,313,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3322321/
3328908,Снеки Экофермер Пикантные из пророщенных семян 100г,181.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3328908/
3422272,Батончик ОлЛайт абрикосовый 30г,44.90,Москва,34.55,https://www.detmir.ru/product/index/id/3422272/
3286045,Орехи Семушка бразильский 150г,299,Москва,239,https://www.detmir.ru/product/index/id/3286045/
3322342,Кокос Дары Памира мякоть 65% 200г,239,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3322342/
