ID товара,Наименование,Цена,Город,Промо цена,Ссылка на страницу
3542679,Снеки Сибирская клетчатка Полезный Перекус Ночной перекус тройняшки 110г,129.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3542679/
3604598,Сухарики Ого! с изюмом 250г,66.90,Москва,56.33,https://www.detmir.ru/product/index/id/3604598/
3422254,Хлебцы Leksands ржаные Органические 180г,239,Москва,199,https://www.detmir.ru/product/index/id/3422254/
3498119,Батончик Zatochito злаковый малина-воздушный рис 4*22г,194.90,Москва,139,https://www.detmir.ru/product/index/id/3498119/
3526366,Финики R.A.W.LIFE Суккари 125г,499,Москва,279,https://www.detmir.ru/product/index/id/3526366/
3889787,Гематоген Народный витаминизированный 40г,19.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889787/
4047023,Чипсы PastiLab фруктовые микс яблоко-груша-апельсин-банан 30г,124.90,Москва,99,https://www.detmir.ru/product/index/id/4047023/
3322300,Батончик Дары Памира Шелковица с Памира шелковица-какао 20г,55.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3322300/
3277158,Чипсы NEWTON ананасовые 30г,227,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3277158/
3419014,Батончик DiYes банан-фисташки-грецкий орех с молочным шоколадом и витамином В1 40г,66.70,Москва,39.50,https://www.detmir.ru/product/index/id/3419014/
3480612,Ядра Nutvill семян тыквы 150г,225,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3480612/
3533576,Фрукты сушеные Gifruit яблоко 70г,193.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3533576/
3537110,Снэки Вегенсы картофель сушеный без соли 50г,88.90,Москва,75.14,https://www.detmir.ru/product/index/id/3537110/
3819340,Фрукты сушеные Gifruit exotic манго 30г,64.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3819340/
3531422,Маффин Bionova протеиновый шоколадный с фундуком 40г,74.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3531422/
3889790,Гематоген Народный с лесным орехом 40г,24.90,Москва,19.70,https://www.detmir.ru/product/index/id/3889790/
3286059,Батончик Pikki фруктовы банан-яблоко 25г,51.90,Москва,39.50,https://www.detmir.ru/product/index/id/3286059/
3296401,Шоколад Super Fudgio темный без сахара 40г,211,Москва,189,https://www.detmir.ru/product/index/id/3296401/
3417766,Драже SCANDIC лесные ягоды 200шт,102.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3417766/
3422195,Батончик Bionova №6 лимон-орехи 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422195/
3728582,Снек Bob Snail Фруктовый яблочно-грушевый в молочном бельгийском шоколаде без добавленного сахара 30г,98.90,Москва,83.06,https://www.detmir.ru/product/index/id/3728582/
3819338,Фрукты сушеные Gifruit exotic манго 100г,188.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3819338/
3491241,Снек кукурузный Honest Fields матча-лайм 30г,145.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3491241/
3533600,Фрукты сушеные Gifruit хурма 500г,779,Москва,649,https://www.detmir.ru/product/index/id/3533600/
3604585,Хлебцы Ого! гречневые 75г,35.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3604585/
3486244,Снеки Зеленика сушеная клубника 15г,128.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3486244/
3604604,Батончик Ого! фруктовый с черникой 30г,56.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3604604/
3954997,Смесь Вкусы Мира лесные ягоды-орехи-семечки 50г,143.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3954997/
3430056,Попкорн ПроПорция карамельный с сиропом агавы 60г,92.50,Москва,71.18,https://www.detmir.ru/product/index/id/3430056/
3819339,Фрукты сушеные Gifruit exotic манго 45г,84.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3819339/
3889791,Гематоген Народный с кедровым орехом 40г,32.50,Москва,27.62,https://www.detmir.ru/product/index/id/3889791/
3277082,Снеки Зеленика сушеный ананас 20г,195.50,Москва,139,https://www.detmir.ru/product/index/id/3277082/
3286821,Батончик Take a Bite Спорт орехово-фруктовый арахис-банан 45г,113.30,Москва,74,https://www.detmir.ru/product/index/id/3286821/
3452846,Попкорн Holy Corn морская соль 20г,68.10,Москва,54.35,https://www.detmir.ru/product/index/id/3452846/
3276047,Снек Marc&Фиса Солёный фруст тыква 50г,61.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3276047/
3889788,Гематоген Народный йодированный 40г,20.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889788/
3322303,Батончик Дары Памира Шелковица с Памира шелковица-вишня 20г,55.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3322303/
3889793,Гематоген Народный школьный 40г,25.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889793/
3649386,Чипсы MOjNO батат-сыр чеддер 75г,149.90,Москва,109,https://www.detmir.ru/product/index/id/3649386/
3284508,Батончик Take a Slim Bite фруктово-ягодный двойной шоколад 30г,67.50,Москва,29,https://www.detmir.ru/product/index/id/3284508/
3277155,Чипсы NEWTON кисло-сладкие яблоки 25г,147.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3277155/
3294986,Батончик DrDias мюсли на фруктозе в йогурте вишня 35г,38.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3294986/
3498122,Батончик Zatochito злаковый ассорти 4*22г,194.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3498122/
3335282,Хлебцы ПП ржано-гречневые с розовой гималайской солью 100г,73.50,Москва,50.39,https://www.detmir.ru/product/index/id/3335282/
3889803,Гематоген Народный глазурь кокос 40г,24.50,Москва,19.70,https://www.detmir.ru/product/index/id/3889803/
4044866,Набор конфет VITok Чернослив и семечки злаковые неглазированные с топинамбуром без сахара 500 г,370,Москва,288,https://www.detmir.ru/product/index/id/4044866/
3294949,Козинак Рототайка на фруктозе кунжут-курага 27г,24.50,Москва,20.69,https://www.detmir.ru/product/index/id/3294949/
3728588,Снек Bob Snail Фруктовый яблочно-грушевый в молочном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3728588/
3794837,Батончик BE-KIND миндаль-кокос-мед 30г,119.90,Москва,82.99,https://www.detmir.ru/product/index/id/3794837/
3954994,Смесь Вкусы Мира киви-орехи-семечки 50г,143.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3954994/
3289686,Хлебцы Take a Bite хрустящие кукурузно-рисовые с морской солью 30г,46.10,Москва,40.49,https://www.detmir.ru/product/index/id/3289686/
3689545,Батончик-мюсли Леовит Energizer с фруктами шоколад с мятой 40г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3689545/
3795016,Хлебцы Вастэко Из полбы круглые без соли 100г,84.90,Москва,75.14,https://www.detmir.ru/product/index/id/3795016/
3335276,Козинак ПП подсолнечный 40г,36.30,Москва,26.63,https://www.detmir.ru/product/index/id/3335276/
3491071,Крекеры Bifrut овсяные с томатом 210г,164.90,Москва,139,https://www.detmir.ru/product/index/id/3491071/
3506032,Чипсы Сибуки морская капуста-кимчи 5г,62.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3506032/
3550045,Крекеры TRAWA от Get Health гречишные 60г,223,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3550045/
3289684,Хлебцы Take a Bite хрустящие гречневые 30г,46.10,Москва,40.49,https://www.detmir.ru/product/index/id/3289684/
3459507,Батончик Effort Мюсли злаковый манго 40г,25.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3459507/
3794843,Батончик BE-KIND цельные злаки-малина 30г,64.90,Москва,49.40,https://www.detmir.ru/product/index/id/3794843/
3294985,Батончик DrDias мюсли на фруктозе в йогурте абрикос 35г,38.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3294985/
3444367,Батончик-мюсли Диа-Веста Vogue яблоко 32г,26.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3444367/
3294987,Козинаки LaFitore злаковый на фруктозе лён-кунжут 27г,46.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3294987/
3533597,Фрукты сушеные Gifruit дыня 500г,1,Москва,1,https://www.detmir.ru/product/index/id/3533597/
3604583,Хлебцы Ого! с луком 75г,23.90,Москва,18.71,https://www.detmir.ru/product/index/id/3604583/
3422191,Батончик Bionova №2 малина-яблоко 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422191/
3422192,Батончик Bionova №3 клюква-орехи 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422192/
3459506,Батончик Effort Мюсли злаковый черника 40г,25.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3459506/
3486245,Снеки Зеленика сушеное манго 15г,128.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3486245/
3700738,Батончик ФРУТИЛАД Kids с черникой 25г в ассортименте,42.10,Москва,31.58,https://www.detmir.ru/product/index/id/3700738/
3700739,Батончик ФРУТИЛАД Kids грушевый 25г в ассортименте,42.10,Москва,31.58,https://www.detmir.ru/product/index/id/3700739/
3707626,Клубника Можно много сублимированная 20г,205,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3707626/
3795036,Вафли Вастэко Пиццелли из полбы с луком 33г,54.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3795036/
3954996,Смесь Вкусы Мира клюква-орехи-семечки 50г,143.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3954996/
3503241,Кокосовая стружка Chikalab 100г,198.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3503241/
3491235,Снек кукурузный Honest Fields средиземноморские пряности 30г,153.90,Москва,109,https://www.detmir.ru/product/index/id/3491235/
3498106,Пастила Friends яблоко 27г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3498106/
3710572,Батончик Капитан Сильвер из вареной сгущенки в шоколадной глазури 50г,39.90,Москва,29.60,https://www.detmir.ru/product/index/id/3710572/
3286061,Батончик Pikki фруктовый клюква-яблоко 25г,49.90,Москва,39.50,https://www.detmir.ru/product/index/id/3286061/
3452855,Попкорн Holy Corn СВЧ нежный сыр70г,91.50,Москва,81.08,https://www.detmir.ru/product/index/id/3452855/
3604605,Батончик Ого! фруктовый с абрикосом и яблоком 30г,56.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3604605/
3710576,Батончик Капитан Сильвер с кремом в шоколадной глазури 50г,39.90,Москва,29.60,https://www.detmir.ru/product/index/id/3710576/
3728587,Снек Bob Snail Фруктовый хурма в молочном бельгийском шоколаде без добавленного сахара 60г,190.90,Москва,159,https://www.detmir.ru/product/index/id/3728587/
3795012,Соломка Вастэко Цельнозерновая из полбы с морской солью 150г,142.90,Москва,119,https://www.detmir.ru/product/index/id/3795012/
3295001,Батончик Bifrut мюсли на фруктозе ананас 30г,24.50,Москва,8.19,https://www.detmir.ru/product/index/id/3295001/
3992463,Батончик мюсли DiYes без сахара лесная ягода 25г,31.10,Москва,21.68,https://www.detmir.ru/product/index/id/3992463/
3452851,Попкорн Holy Corn морская соль 60г,159.90,Москва,129,https://www.detmir.ru/product/index/id/3452851/
3542680,Снеки Сибирская клетчатка Полезный Перекус Завтрак шоконяшки 110г,129.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3542680/
3649389,Чипсы MOjNO персик-клубника со вкусом милкшейк 50г,164.90,Москва,129,https://www.detmir.ru/product/index/id/3649389/
3277067,Снеки Зеленика сушеная морковь 50г,172.90,Москва,99,https://www.detmir.ru/product/index/id/3277067/
3277080,Снеки Зеленика сушеный инжир 20г,195.50,Москва,99.90,https://www.detmir.ru/product/index/id/3277080/
3418943,Батончик Ego ореховый орехи и фрукты 35г,69.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3418943/
3467348,Карамель медовая HoneyWay с облепихой и апельсином 30г,219,Москва,179,https://www.detmir.ru/product/index/id/3467348/
4047081,Крекеры Take a Bite Picnic с морской солью 115г,149.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/4047081/
3498105,Пастила Friends яблоко-малина 27г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3498105/
3491234,Снек кукурузный Honest Fields гималайская соль бальзамический уксус 30г,139.90,Москва,109,https://www.detmir.ru/product/index/id/3491234/
3498121,Батончик Zatochito злаковый груша-воздушный рис 4*22г,194.90,Москва,109,https://www.detmir.ru/product/index/id/3498121/
3294946,Козинак Рототайка на фруктозе подсолнечный 27г,24.50,Москва,21.68,https://www.detmir.ru/product/index/id/3294946/
3422193,Батончик Bionova №4 черника-яблоко 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422193/
3452848,Попкорн Holy Corn сметана-зелень-черный перец 20г,68.10,Москва,54.35,https://www.detmir.ru/product/index/id/3452848/
3491026,Батончик Racionika диетический постный песочное печенье 50г,69.90,Москва,41.48,https://www.detmir.ru/product/index/id/3491026/
3710571,Батончик Капитан Сильвер из вареной сгущенки в йогуртовой глазури 50г,29.90,Москва,24.65,https://www.detmir.ru/product/index/id/3710571/
4047036,Чипсы PastiLab овощные свекла-специи 25г,124.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/4047036/
3276049,Снек Marc&Фиса Солёный фруст свекла 50г,61.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3276049/
3480269,Батончик SOJ фруктово-ореховый со вкусом кокоса миндаль-кешью-кокос 40г,102.90,Москва,71.18,https://www.detmir.ru/product/index/id/3480269/
3794842,Батончик BE-KIND цельные злаки-банан 30г,64.90,Москва,50,https://www.detmir.ru/product/index/id/3794842/
3889797,Гематоген Народный с черносливом 40г,25.10,Москва,22.67,https://www.detmir.ru/product/index/id/3889797/
3295002,Батончик Bifrut мюсли на фруктозе чернослив 30г,24.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3295002/
3889797,Гематоген Народный с черносливом 40г,25.10,Москва,22.67,https://www.detmir.ru/product/index/id/3889797/
3295002,Батончик Bifrut мюсли на фруктозе чернослив 30г,24.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3295002/
3298573,Батончик Фруктовая Энергия Фрутилад клюква-малина 30г,40.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3298573/
3296389,Снеки Biosaurus органические кукурузные сыр 50г,177.90,Москва,139,https://www.detmir.ru/product/index/id/3296389/
3491065,Крекеры Bifrut льняные постные 210г,164.90,Москва,139,https://www.detmir.ru/product/index/id/3491065/
3498107,Пастила Friends яблоко-персик 27г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3498107/
3526367,Финики R.A.W.LIFE Мабрум 125г,399,Москва,279,https://www.detmir.ru/product/index/id/3526367/
3537104,Криспы Happy Crisp гречка-амарант-куркума 50г,59.90,Москва,44.45,https://www.detmir.ru/product/index/id/3537104/
3537108,Попкорн Happy Corn для свч с солью 100г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3537108/
3795011,Соломка Вастэко Цельнозерновая из полбы с томатом и луком 150г,142.90,Москва,119,https://www.detmir.ru/product/index/id/3795011/
3286822,Батончик Take a Bite Настроение орехово-фруктовый шоколад 45г,113.30,Москва,74,https://www.detmir.ru/product/index/id/3286822/
3666046,Биологически активная добавка Актру Пант Актив 100кап,493,Москва,409,https://www.detmir.ru/product/index/id/3666046/
3710563,Биологически активная добавка Капитан Сильвер Батончик с магнием в шоколадной глазури 50г,34.90,Москва,29.60,https://www.detmir.ru/product/index/id/3710563/
3889799,Гематоген Народный с курагой 40г,25.10,Москва,22.67,https://www.detmir.ru/product/index/id/3889799/
3289685,Хлебцы Take a Bite хрустящие кукурузно-рисовые с луком 30г,46.10,Москва,40.49,https://www.detmir.ru/product/index/id/3289685/
3277160,Чипсы NEWTON яблоко сердцевина-кожура25г,139.90,Москва,99,https://www.detmir.ru/product/index/id/3277160/
3286823,Батончик Take a Bite Баланс орехово-фруктовый кокос-бразильский орех 45г,113.30,Москва,79.10,https://www.detmir.ru/product/index/id/3286823/
3444366,Батончик-мюсли Диа-Веста Vogue апельсин в глазури 37г,26.50,Москва,22.67,https://www.detmir.ru/product/index/id/3444366/
3506118,Хлопья Сибуки морская капуста-кунжут 40г,241,Москва,199,https://www.detmir.ru/product/index/id/3506118/
3992461,Батончик мюсли DiYes без сахара ананас 25г,31.10,Москва,21.68,https://www.detmir.ru/product/index/id/3992461/
3689544,Батончик-мюсли Леовит Energizer с фруктами взрывной апельсин 40г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3689544/
3746409,Батончик Mindys кешью-семечки тыквы 35г,44.90,Москва,39.50,https://www.detmir.ru/product/index/id/3746409/
3286826,Батончик Take a Bite Лавбайт орехово-фруктовый вишня-миндаль 45г,113.30,Москва,77,https://www.detmir.ru/product/index/id/3286826/
3649390,Чипсы MOjNO яблоко-карамельное латте 50г,164.90,Москва,129,https://www.detmir.ru/product/index/id/3649390/
3794995,Батончики Вастэко Козинаки из полбы с сухофруктами 60г,78.90,Москва,70.19,https://www.detmir.ru/product/index/id/3794995/
4047080,Крекеры Take a Bite овсяные ваниль-семена чиа 125г,154.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/4047080/
3289683,Хлебцы Take a Bite хрустящие рисово-гречневые 30г,46.10,Москва,40.49,https://www.detmir.ru/product/index/id/3289683/
3422194,Батончик Bionova №5 апельсин-орехи 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422194/
3286819,Батончик Take a Bite Контроль веса орехово-фруктовый морковь-кешью 45г,113.30,Москва,75,https://www.detmir.ru/product/index/id/3286819/
3533591,Фрукты сушеные Gifruit слива 250г,377,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3533591/
3328909,Снеки Экофермер томат-базилик из пророщенных семян 100г,181.90,Москва,149,https://www.detmir.ru/product/index/id/3328909/
3276048,Снек Marc&Фиса Солёный фруст шпинат 50г,61.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3276048/
3991966,Батончик More life банан 40г,43.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3991966/
3418941,Батончик Ego ореховый орехи и семечки в кондитерской глазури 35г,69.70,Москва,60.29,https://www.detmir.ru/product/index/id/3418941/
3422198,Батончик Bionova №10 маракуйя-кокос 35г,84.90,Москва,56.33,https://www.detmir.ru/product/index/id/3422198/
3417768,Драже SCANDIC лимон 200шт,102.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3417768/
3418931,Батончик ПП ореховый грецкий орех 40г,107.30,Москва,79.10,https://www.detmir.ru/product/index/id/3418931/
3422251,Хлебцы Leksands Мультизлаковые 190г,229,Москва,179,https://www.detmir.ru/product/index/id/3422251/
3498115,Пастила Friends яблоко-персик 5*27г,215,Москва,179,https://www.detmir.ru/product/index/id/3498115/
3498117,Пастила Friends яблоко-апельсин 5*27г,215,Москва,179,https://www.detmir.ru/product/index/id/3498117/
3496567,Гранола ОлЛайт шоколадная с попкорном и бананом 40г,64.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3496567/
3889807,Ирис Липузя Детский 40г Липузя,19.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889807/
3286081,Батончик Леовит Get raw фруктовый чернослив и свекла 30г,61.90,Москва,29.95,https://www.detmir.ru/product/index/id/3286081/
3430076,Пастилки EcoSpace на гречишном чае вишня-кэроб 40г,174.90,Москва,139,https://www.detmir.ru/product/index/id/3430076/
3452849,Попкорн Holy Corn шоколад-кокос 50г,128.90,Москва,99,https://www.detmir.ru/product/index/id/3452849/
3491036,Батончик Racionika Protein высокобелковый пиноколада 45г,99.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3491036/
3794994,Батончики Вастэко Козинаки из полбы на фруктозе 45г,63.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3794994/
3335275,Батончик ПП ореховый миндаль 40г,101.70,Москва,85.04,https://www.detmir.ru/product/index/id/3335275/
3491025,Батончик Racionika черника 45г,73.90,Москва,43.46,https://www.detmir.ru/product/index/id/3491025/
3889808,Ирис Липузя с арахисом 40г,19.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889808/
3277163,Чипсы NEWTON кокосовые 40г,157.90,Москва,97.91,https://www.detmir.ru/product/index/id/3277163/
3422190,Батончик Bionova №1 яблоко-клубника 35г,77.90,Москва,51.38,https://www.detmir.ru/product/index/id/3422190/
3533594,Овощи сушеные Gifruit томат 500г,803,Москва,669,https://www.detmir.ru/product/index/id/3533594/
3294942,Батончик Рототайка на фруктозе ананас 27г,26.90,Москва,21.68,https://www.detmir.ru/product/index/id/3294942/
3366412,Чипсы Polezzno кокосовые 100г,273,Москва,219,https://www.detmir.ru/product/index/id/3366412/
3491231,Снек кукурузный Honest Fields морская соль 30г,131.90,Москва,109,https://www.detmir.ru/product/index/id/3491231/
3430081,Чипсы EcoSpace фруктовые вишня-чиа 40г,164.70,Москва,129,https://www.detmir.ru/product/index/id/3430081/
3430123,Батончик SIBERRYA Перемена злаковый 35г,43.50,Москва,34.55,https://www.detmir.ru/product/index/id/3430123/
3496566,Гранола ОлЛайт шоколадная с попкорном 40г,64.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3496566/
3889806,Ирис Липузя Сливочный 40г,19.70,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3889806/
3277094,Снеки Зеленика сушеный виноград микс 20г,209,Москва,159,https://www.detmir.ru/product/index/id/3277094/
3498120,Батончик Zatochito злаковый банан-воздушный рис 4*22г,194.90,Москва,159,https://www.detmir.ru/product/index/id/3498120/
3537102,Криспы Happy Crisp розмарин-соль 50г,59.90,Москва,49.40,https://www.detmir.ru/product/index/id/3537102/
3889796,Гематоген Народный с яблоком 40г,25.10,Москва,22.67,https://www.detmir.ru/product/index/id/3889796/
1919681,Батончики Sponge Bob амарантовые с шоколадной начинкой глазированные 110г,156.30,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919681/
3295000,Батончик Bifrut мюсли на фруктозе абрикос 30г,24.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3295000/
3298574,Батончик Фруктовая Энергия Фрутилад апельсин-брусника 30г,40.70,Москва,31.58,https://www.detmir.ru/product/index/id/3298574/
3418929,Батончик ПП овсяный штрудель с яблоками и корицей 50г,69.90,Москва,48.41,https://www.detmir.ru/product/index/id/3418929/
3430057,Попкорн ПроПорция Барбекю острый 30г,61.30,Москва,48.41,https://www.detmir.ru/product/index/id/3430057/
1919661,Батончики Умные сладости лесная ягода в глазури 20г,34.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/1919661/
3322302,Батончик Дары Памира Шелковица с Памира шелковица-инжир 20г,55.50,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3322302/
3322304,Батончик Дары Памира Шелковица с Памира шелковица-абрикос 20г,55.10,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3322304/
3480272,Батончик SOJ фруктово-ореховый со вкусом черники миндаль-кешью-черника 40г,102.90,Москва,86.03,https://www.detmir.ru/product/index/id/3480272/
3710380,Биологически активная добавка Капитан Сильвер Батончик с витамином С в шоколадной глазури 50г,34.90,Москва,29.60,https://www.detmir.ru/product/index/id/3710380/
3444363,Батончик-мюсли Диа-Веста с абрикосом и витамином С 30г,26.50,Москва,22.67,https://www.detmir.ru/product/index/id/3444363/
3795035,Вафли Вастэко Пиццелли из полбы карри и орегано с морской солью 33г,54.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3795035/
4047041,Чипсы PastiLab фруктовые банан 40г,119.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/4047041/
4106525,Орехи Щелкунов Арахис в кокосовом соке 120 гр,217,Москва,119,https://www.detmir.ru/product/index/id/4106525/
3294941,Ботончик Рототайка на фруктозе абрикос 27г,26.90,Москва,21.68,https://www.detmir.ru/product/index/id/3294941/
3710575,Батончик Капитан Сильвер ореховый йод в шоколадной глазури 35г,29.90,Москва,19.70,https://www.detmir.ru/product/index/id/3710575/
4044904,Батончик Teen Bar фруктово-ореховый миндаль-фундук-кешью 35г,68.90,Москва,58.31,https://www.detmir.ru/product/index/id/4044904/
3430083,Чипсы EcoSpace фруктовые клюква-имбирь 40г,166.30,Москва,139,https://www.detmir.ru/product/index/id/3430083/
3503233,Кокос Chikalab Премиум чипсы слабой обжарки 70г,168.90,Москва,139,https://www.detmir.ru/product/index/id/3503233/
3889800,Гематоген Народный глазурь-курага 40г,26.90,Москва,22.67,https://www.detmir.ru/product/index/id/3889800/
3533589,Фрукты сушеные Gifruit дыня 250г,659,Москва,549,https://www.detmir.ru/product/index/id/3533589/
3604602,Батончик Ого! фруктовый чернослив в шоколаде 40г,60.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3604602/
3795037,Вафли Вастэко Пиццелли из полбы с травами 33г,54.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3795037/
3291487,Чипсы FitFeel кокосовые 40г,101.70,Москва,89,https://www.detmir.ru/product/index/id/3291487/
3467344,Карамель медовая HoneyWay с лимоном и имбирем 30г,219,Москва,179,https://www.detmir.ru/product/index/id/3467344/
3480619,Ядра Nutvill семян тыквы 500г,641,Москва,539,https://www.detmir.ru/product/index/id/3480619/
3506026,Чипсы KimJoy кукуруные с морской капустой 35г,178.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3506026/
3533577,Фрукты сушеные Gifruit киви 110г,267,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3533577/
3533617,Фрукты сушеные Gifruit киви 75г,209,Москва,179,https://www.detmir.ru/product/index/id/3533617/
3286079,Батончик Леовит Худеем за неделю мюсли с фенхелем и зеленым чаем 30г,27.90,Москва,23.66,https://www.detmir.ru/product/index/id/3286079/
3286858,Снек Take a Bite паффы мультизлаковые трюфель 30г,84.50,Москва,75.14,https://www.detmir.ru/product/index/id/3286858/
3480247,Батончик SOJ Маршмэллоу с соленой карамелью в темном шоколаде 30г,74.90,Москва,66.23,https://www.detmir.ru/product/index/id/3480247/
3498111,Батончик Zatochito злаковый банан-воздушный рис 22г,44.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3498111/
3589068,Чипсы Primebar протеиновые Mix 30г*3,599,Москва,529,https://www.detmir.ru/product/index/id/3589068/
3649411,Мандарин Vitazine сублимированный 15г,261,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3649411/
3746410,Батончик Mindys шоколад-миндаль-апельсин 35г,54.90,Москва,48.41,https://www.detmir.ru/product/index/id/3746410/
3889795,Гематоген Народный с арахисом 40г,25.10,Москва,22.67,https://www.detmir.ru/product/index/id/3889795/
3486242,Снеки Зеленика сушеное ассорти морковь-свекла-тыква 30г,101.90,Москва,86.03,https://www.detmir.ru/product/index/id/3486242/
3498110,Батончик Zatochito злаковый малина-воздушный рис 22г,44.90,Москва,37.52,https://www.detmir.ru/product/index/id/3498110/
3533583,Фрукты сушеные Gifruit слива 75г,209,Москва,169,https://www.detmir.ru/product/index/id/3533583/
3418940,Батончик Ego ореховый миндаль и вишня в кондитерской глазури 35г,69.70,Москва,41.48,https://www.detmir.ru/product/index/id/3418940/
3498108,Пастила Friends яблоко-слива 27г,49.90,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3498108/
3537103,Криспы Happy Crisp горох-чечевица-киноа 50г,59.90,Москва,49.40,https://www.detmir.ru/product/index/id/3537103/
3550043,Крекеры TRAWA от Get Health льняные 60г,165.30,Москва,Отсутствует,https://www.detmir.ru/product/index/id/3550043/
3992483,Батончик ФРУТИЛАД Kids банан-яблоко-морковь 25г в ассортименте,42.10,Москва,31.58,https://www.detmir.ru/product/index/id/3992483/
3294966,Завтрак LaFitore легкий рисовый 110г,123.50,Москва,97.91,https://www.detmir.ru/product/index/id/3294966/
